age,monthly_income,savings,investment_amount,risk_level,account_balance,market_volatility_index,interest_rate,inflation_rate,stock_index_change,recommendations
24,35746,13300,8900,2,5472.79,17.26,1.79,4.26,-1.08,Crypto
36,54377,16100,6800,1,11111.63,18.35,4.39,5.56,0.11,Mutual Funds
41,184476,10400,3500,1,11688.63,36.89,4.48,5.17,-1.28,Index Funds
43,59045,39700,15100,1,13278.04,29.09,0.7,4.44,0.06,ETFs
41,102888,31200,14000,1,12395.42,31.92,1.26,2.78,1.51,Index Funds
20,175862,29800,13700,1,10327.62,37.54,1.03,2.21,-1.32,Index Funds
40,112455,40200,24900,1,10349.33,37.36,1.31,2.11,1.57,ETFs
27,141672,15300,7200,1,5888.33,32.17,4.87,5.76,-2.88,Mutual Funds
31,98179,45600,32800,1,10291.64,15.93,2.98,5.79,-0.85,Mutual Funds
27,176836,29100,18000,0,8787.43,35.3,2.61,4.62,-0.3,Gold
40,50714,20800,14600,1,9712.53,16.11,4.93,5.42,-1.39,Index Funds
24,192907,53500,19800,2,13383.44,32.29,3.01,5.59,-0.83,Real Estate
36,107946,50100,39600,0,6305.59,30.57,3.48,3.56,2.09,Fixed Deposit
36,114616,61300,26400,1,14061.96,32.77,2.0,4.15,1.86,ETFs
19,110983,36400,21500,0,5553.43,25.98,2.22,3.09,1.08,Fixed Deposit
20,192563,38900,23300,0,5183.85,29.16,3.17,3.09,1.56,Fixed Deposit
29,129123,23200,7200,1,6640.61,38.6,0.81,1.19,-0.93,Index Funds
23,154661,18400,7700,1,15279.87,13.03,1.65,3.17,-1.83,Index Funds
50,48484,96500,56000,2,3202.23,19.27,1.39,4.37,-1.21,Crypto
26,87989,59800,39500,0,15230.81,28.34,0.57,3.11,-0.99,Bonds
40,41212,10800,8200,2,22486.96,38.92,2.92,5.36,-0.91,Real Estate
39,48525,55000,42400,0,16223.8,12.87,3.02,2.66,0.79,Bonds
41,183274,33700,15800,1,11554.33,10.68,2.23,1.66,0.48,ETFs
44,168707,64700,30400,0,888.77,11.67,1.71,5.06,-0.26,Bonds
20,68208,51100,30700,1,7227.33,11.57,3.43,4.37,-0.17,ETFs
40,38828,33200,16900,1,13860.38,37.23,1.11,2.21,1.64,Mutual Funds
19,154783,12200,5500,1,3194.92,31.64,2.83,3.68,-1.94,ETFs
35,8420,20200,13100,1,4657.26,30.31,3.96,3.01,1.18,Index Funds
34,101752,13300,7600,1,9148.5,25.68,1.24,5.69,-3.17,Mutual Funds
48,136373,53000,31800,1,4707.18,33.46,3.89,4.04,-0.85,ETFs
38,181308,2200,700,1,14348.81,14.67,3.92,1.79,2.27,Mutual Funds
28,120294,30900,12400,1,3228.08,21.76,0.77,3.51,0.45,Index Funds
29,190312,4600,3000,1,13911.33,24.7,0.58,5.31,-0.7,Mutual Funds
44,129019,17000,6300,0,13113.8,13.31,4.88,4.36,1.37,Gold
41,70726,16800,9400,1,11455.94,22.59,1.37,5.21,0.89,Mutual Funds
37,146564,34700,18400,1,5606.72,19.5,4.2,2.25,0.83,Mutual Funds
45,120668,37100,21900,0,9361.45,11.07,3.03,5.44,-0.3,Gold
43,11102,34300,19200,1,13044.87,14.1,1.69,4.78,1.44,ETFs
50,186408,25800,13400,0,10751.21,32.92,1.08,4.64,-0.97,Bonds
44,123015,8000,4400,1,6303.38,10.54,2.74,2.73,-1.04,Mutual Funds
41,31641,22400,10800,0,9859.15,38.03,2.33,5.44,2.81,Gold
21,170656,13800,9200,0,12852.69,12.59,3.64,4.19,-0.75,Fixed Deposit
28,168817,32400,13000,2,11272.53,33.98,4.57,5.26,-3.05,Real Estate
34,159165,4400,3400,1,18973.7,36.96,4.12,2.8,1.59,Mutual Funds
43,108746,30400,10300,0,6474.05,38.23,1.74,1.73,2.04,Fixed Deposit
28,187957,79400,58000,0,7967.09,36.02,4.46,2.66,-0.35,Gold
32,41631,2900,1800,1,11830.39,18.63,4.25,3.28,-3.14,Mutual Funds
34,77991,30200,15400,1,19170.07,19.99,4.68,3.67,-0.08,Mutual Funds
33,9014,2200,1700,0,14441.31,22.8,2.56,3.55,3.11,Fixed Deposit
32,16093,27300,18000,0,16212.14,14.18,3.96,3.73,0.3,Bonds
47,23070,23300,12800,1,7835.34,10.67,3.16,5.21,1.15,Index Funds
24,40777,45000,17600,1,2836.23,36.07,1.9,1.85,1.24,ETFs
21,61958,29500,11500,0,1605.65,26.62,4.97,2.58,1.46,Gold
23,87074,22000,14700,0,12594.84,28.26,0.67,5.44,2.79,Fixed Deposit
33,15729,22600,14200,0,13391.73,37.81,1.23,3.8,1.62,Bonds
34,181089,48000,37900,0,4212.06,29.95,4.52,3.92,-0.12,Gold
47,163823,10900,6900,2,4275.78,30.73,0.77,3.39,-1.67,Crypto
26,110864,21400,10100,1,2521.2,33.61,4.49,3.74,0.64,ETFs
31,135858,25300,20000,1,14581.08,13.49,3.72,1.99,-0.29,ETFs
26,110510,16900,6400,0,6785.2,20.8,0.67,3.73,1.08,Bonds
28,59748,10800,8000,2,7141.82,39.05,2.43,5.99,-1.29,Real Estate
31,10801,28700,12600,0,9454.22,37.69,3.9,3.83,-0.45,Gold
36,155262,45500,14600,2,20761.49,36.52,3.12,1.22,0.02,Stocks
49,185761,38000,16300,2,11204.71,23.56,4.71,4.98,-1.41,Real Estate
19,187065,8400,3300,0,10432.68,35.72,4.4,2.98,0.06,Gold
49,34592,20300,11000,1,5007.37,11.45,2.0,1.77,1.18,Mutual Funds
50,15647,88300,41500,0,8273.93,14.46,0.88,5.31,2.87,Gold
44,144788,20000,6600,1,12337.07,22.42,4.75,1.99,-1.1,ETFs
48,115627,30200,12700,1,15035.1,24.5,2.83,5.6,1.36,ETFs
37,75316,1600,600,1,4130.0,17.91,0.83,3.21,-2.97,Mutual Funds
21,7368,63400,30400,1,1290.34,20.69,4.17,4.71,-0.01,ETFs
44,82575,45100,24800,1,3488.59,14.88,4.41,3.73,0.11,Index Funds
49,11655,38300,24500,0,15656.07,24.67,3.38,2.28,1.22,Gold
23,75031,18000,9900,0,12804.78,33.82,2.51,4.36,-0.78,Bonds
20,92922,12400,7600,1,1801.88,29.84,3.48,5.79,0.37,Index Funds
23,191838,15900,11100,1,14602.66,13.23,3.68,4.85,1.66,ETFs
41,129046,29100,13700,2,6138.92,24.63,4.52,4.02,-1.69,Stocks
24,149475,8300,5100,2,1484.22,30.93,4.8,5.95,-2.94,Stocks
42,37097,30800,11100,0,8411.75,25.9,2.81,2.33,1.62,Gold
48,147038,44600,27700,1,5306.82,21.75,4.09,1.31,-1.5,Index Funds
39,129862,12300,5300,1,7564.34,28.66,4.84,1.16,0.69,ETFs
40,123834,15400,9900,1,11224.87,39.06,1.18,4.55,2.93,ETFs
28,98848,16700,12200,0,8900.25,12.85,0.58,5.15,1.25,Gold
40,57921,1900,800,2,3415.35,21.7,4.41,4.18,-1.46,Stocks
38,185798,30500,12800,2,22565.81,22.2,1.38,5.53,-2.19,Real Estate
36,131141,2200,700,2,15660.26,27.31,0.69,4.49,-1.17,Real Estate
31,186372,19800,13500,0,12850.25,14.57,1.22,2.85,0.26,Bonds
35,27677,5700,2300,1,4683.91,15.3,2.23,1.91,-0.37,Index Funds
29,60609,26600,11200,0,2883.84,18.56,1.49,5.62,2.04,Fixed Deposit
42,192733,12500,3900,1,5639.67,38.68,1.87,1.52,1.0,ETFs
45,36024,62300,22400,1,3562.38,32.02,4.89,3.71,-1.1,Index Funds
35,75313,78600,31400,2,13486.61,29.85,3.67,2.57,1.27,Crypto
49,132813,9300,6700,1,14540.86,34.51,3.7,2.36,2.26,Index Funds
23,189078,2200,1100,0,7367.62,13.83,0.93,4.23,-0.47,Gold
48,100285,47200,34000,0,6439.57,35.78,3.79,2.16,0.72,Fixed Deposit
21,151410,18900,8500,2,9595.38,27.84,3.83,5.58,-1.31,Real Estate
44,118632,38000,23900,0,3634.15,20.06,3.47,3.03,-0.21,Fixed Deposit
28,155580,37900,11400,1,9954.49,34.48,1.53,4.39,-1.34,Index Funds
30,8051,47700,17200,1,10326.85,34.08,2.4,4.64,1.86,Index Funds
30,184819,18100,10500,0,13991.32,35.37,4.31,4.41,-0.75,Bonds
27,119692,23900,10500,0,15551.12,13.47,3.52,5.52,0.66,Fixed Deposit
43,92235,30300,9100,2,13940.23,39.08,3.8,2.16,0.95,Crypto
43,190093,20500,13300,0,9488.3,38.79,3.14,1.43,4.66,Gold
30,194407,45200,22600,1,14698.2,20.72,2.52,1.28,-0.4,Index Funds
23,192251,14800,10800,1,12597.82,11.98,3.92,5.39,-1.17,ETFs
38,168165,4300,3000,0,9318.05,15.01,0.81,5.87,-0.11,Gold
38,175806,18300,9300,1,15320.34,39.78,3.53,2.51,-1.28,Mutual Funds
44,78523,59200,29000,1,2858.86,26.89,4.99,4.47,-0.73,Index Funds
26,99476,6300,3800,0,15519.99,20.7,4.01,1.04,1.09,Bonds
50,22019,16700,10700,2,1317.35,18.65,1.81,1.94,-1.01,Real Estate
22,88613,7600,4900,1,8732.11,17.71,1.75,4.45,0.84,ETFs
41,91672,4300,3200,1,14747.67,29.92,3.5,1.33,0.89,Mutual Funds
43,78847,94800,51200,0,4674.61,22.58,4.53,3.34,0.37,Fixed Deposit
40,87750,33200,15300,1,10647.04,38.96,3.1,4.31,1.0,Index Funds
44,33251,3300,2100,0,7098.71,30.52,2.87,4.83,-0.44,Bonds
20,108481,48500,28600,2,15448.45,33.76,1.22,3.27,-3.0,Crypto
29,117566,10100,5100,1,13956.78,18.78,3.72,4.15,0.09,ETFs
49,30945,9200,6100,0,11918.58,12.38,3.66,3.7,0.12,Fixed Deposit
44,95852,59800,19100,0,10147.99,24.63,4.85,1.26,-0.56,Fixed Deposit
30,37217,18700,12900,0,12632.18,19.44,1.85,4.71,0.97,Fixed Deposit
29,13308,3100,2300,0,10280.84,16.06,3.9,1.86,1.15,Fixed Deposit
39,10949,75500,38500,1,7590.24,38.58,2.45,1.16,0.33,ETFs
42,188062,11800,6800,0,15601.58,23.32,3.01,3.26,0.15,Bonds
28,137222,16800,9700,1,7294.21,15.24,4.17,5.33,1.83,Mutual Funds
37,105235,14200,9800,2,2201.83,15.96,1.5,1.75,-1.61,Crypto
24,79740,3300,1500,1,2508.66,18.42,2.04,1.06,-0.5,Mutual Funds
25,121352,57000,29600,1,6749.19,39.98,3.98,1.55,1.5,ETFs
41,71617,15200,4700,1,14951.05,18.04,3.07,2.82,0.8,Index Funds
24,21896,52400,31400,1,8257.37,19.86,0.92,3.9,-0.35,ETFs
40,135798,32900,11800,1,13597.27,29.78,2.44,1.97,0.59,Index Funds
39,182247,43500,16500,0,6611.3,18.82,3.14,5.01,-0.82,Bonds
24,143877,69500,34100,0,4484.68,16.47,4.59,4.77,0.24,Gold
47,10237,15900,7000,1,6279.8,14.76,1.35,4.48,1.03,Mutual Funds
37,25056,8300,6100,1,13542.73,19.38,4.13,3.44,1.94,ETFs
42,181615,2500,2000,1,10154.69,13.18,1.09,2.83,0.99,Index Funds
18,192628,31700,14300,0,17906.92,10.56,1.59,2.88,2.05,Bonds
47,119548,63700,33100,1,11658.94,34.14,1.6,3.52,-2.16,Mutual Funds
26,116488,63900,35800,1,11530.2,14.14,4.45,1.39,-3.32,Mutual Funds
37,139415,21700,8000,1,11146.91,33.28,1.4,4.41,-3.27,Index Funds
50,149572,8200,3100,0,15228.76,33.93,4.04,2.76,1.67,Bonds
35,189294,12500,6500,0,12851.74,26.14,2.58,2.12,0.91,Gold
39,34375,11100,3600,2,6868.98,19.29,5.0,2.39,-1.08,Real Estate
26,145734,73000,46000,0,8618.8,14.35,4.28,1.9,-0.58,Gold
32,21964,15200,7100,1,17002.17,32.1,3.83,5.51,0.5,Index Funds
26,118429,16100,11800,2,12114.18,28.04,4.42,1.85,-1.08,Stocks
41,195710,9700,3600,1,5390.07,29.66,3.35,5.41,-1.23,ETFs
29,72215,14400,5200,0,13453.34,10.26,4.3,3.86,-0.98,Bonds
36,74042,15400,9500,2,19923.19,37.83,1.68,5.34,-1.11,Stocks
30,149356,13400,9200,1,10315.38,11.99,0.94,3.37,0.07,Index Funds
32,98468,57600,17900,0,13413.02,21.0,3.27,5.64,2.49,Bonds
29,197461,17300,8300,2,6179.43,22.08,2.46,2.06,-1.51,Stocks
34,14435,46000,32700,1,8901.47,10.04,2.42,3.77,-0.11,Mutual Funds
32,190412,31000,11800,1,4023.49,24.91,2.87,1.63,0.69,ETFs
46,180150,21900,15300,0,5155.71,32.58,2.13,3.24,0.8,Fixed Deposit
31,83832,13000,5300,1,14359.94,34.7,3.32,3.85,-0.76,Mutual Funds
42,56293,51200,25100,1,3293.35,36.38,0.64,4.03,0.93,Index Funds
35,83781,60100,28800,1,6160.03,24.63,4.86,2.83,0.63,ETFs
36,196475,11200,5200,1,4063.27,28.92,4.66,1.38,-0.68,Mutual Funds
32,165196,9600,4600,1,6276.09,12.39,4.71,4.28,-2.03,Mutual Funds
46,48919,6600,3400,2,2486.46,24.64,2.14,3.44,-1.71,Stocks
36,171319,10400,5100,0,20081.79,14.64,2.89,1.68,1.12,Fixed Deposit
32,126172,53800,17800,0,7801.47,21.09,4.79,5.68,2.14,Bonds
21,99758,50600,31400,1,13140.52,19.88,4.56,5.78,0.0,ETFs
39,198824,4000,3100,1,13813.38,22.71,4.06,5.28,2.1,Mutual Funds
49,61573,32200,16100,0,4605.19,27.15,2.33,5.22,-0.08,Fixed Deposit
20,64101,10300,4700,1,15482.33,37.09,3.04,1.49,-1.72,Mutual Funds
21,31646,2900,2100,0,2880.27,21.83,4.07,5.97,-0.31,Bonds
23,109185,15900,12100,0,5304.32,39.43,1.73,3.0,2.24,Bonds
31,28049,6700,3600,1,1272.8,32.77,3.32,1.82,-0.91,ETFs
47,103116,30500,15900,1,12551.48,25.34,4.23,5.06,-0.2,ETFs
49,102379,47000,25900,0,8182.47,29.32,3.68,2.13,1.78,Bonds
44,73385,1100,400,0,12158.61,13.07,2.66,3.63,1.68,Gold
29,131131,54200,36900,0,7055.5,35.34,3.13,1.64,0.46,Bonds
38,176230,48200,16900,0,11188.63,27.47,4.95,3.37,0.8,Fixed Deposit
41,28289,31700,21900,1,4007.91,39.58,3.21,3.79,1.59,ETFs
50,115226,15500,8400,1,13331.92,29.09,4.04,3.23,0.46,Mutual Funds
32,105793,10900,7400,1,4628.79,35.02,3.77,1.35,1.92,Index Funds
28,14823,78800,51200,0,3209.56,33.99,3.66,3.42,1.01,Bonds
41,196232,4000,1800,0,5028.94,20.36,3.72,3.34,-0.22,Fixed Deposit
29,46975,26700,13400,0,3405.88,17.79,2.54,2.31,0.65,Fixed Deposit
19,14540,5600,3000,1,9467.7,22.91,2.63,5.61,-0.58,Mutual Funds
40,21364,76500,51300,2,14726.29,24.02,2.61,3.09,-1.45,Crypto
41,140683,85900,30900,1,3461.8,17.2,0.65,5.32,-1.71,Index Funds
31,32663,74800,43400,1,12071.62,36.84,1.58,1.55,-0.31,Mutual Funds
27,56991,1900,1000,1,10650.44,26.28,1.2,2.59,0.47,Index Funds
27,193751,46800,33200,1,13697.47,39.35,4.49,1.88,2.7,Index Funds
38,109182,45600,28700,1,5687.69,34.3,1.74,3.04,0.62,Index Funds
37,167049,55200,21500,1,8792.24,26.67,1.12,1.56,0.29,Mutual Funds
27,99704,3600,2800,1,14999.1,38.41,1.04,3.21,-0.15,Mutual Funds
33,54115,47300,30700,1,13268.97,25.15,3.65,2.77,-0.54,ETFs
30,96007,18300,5700,0,6407.38,36.61,0.53,2.12,0.2,Bonds
24,196962,17600,6200,1,4190.1,20.74,2.62,4.21,-0.41,ETFs
23,154143,28400,15100,0,11777.73,21.36,1.03,5.75,-0.49,Fixed Deposit
27,195347,23100,16900,0,9796.85,22.54,4.32,2.04,1.23,Fixed Deposit
32,16938,7100,5100,2,12728.89,26.4,4.81,4.56,-1.36,Real Estate
48,171267,12200,4800,1,3796.48,26.6,4.81,4.71,-0.37,Index Funds
50,96680,1800,1200,1,9617.12,24.89,2.49,3.49,-1.03,ETFs
47,9000,20500,12300,0,15004.09,19.18,3.4,5.49,0.18,Fixed Deposit
19,106042,18300,14100,0,8851.59,37.82,3.2,5.83,1.28,Gold
44,98610,18600,14000,0,11682.43,27.66,2.08,2.81,0.52,Fixed Deposit
46,108691,12600,7800,1,14132.25,22.23,2.5,4.26,-0.33,Mutual Funds
50,43304,70400,48600,1,6805.43,29.54,0.79,4.31,1.41,Mutual Funds
37,74449,41700,20900,1,15085.97,33.04,4.08,3.02,1.32,Index Funds
38,87986,26900,9400,0,6114.96,38.82,1.58,2.58,0.06,Gold
27,156836,29400,17900,0,3119.53,24.99,2.57,5.67,2.39,Fixed Deposit
33,113940,42900,14600,1,12021.84,13.36,2.66,4.95,0.63,Mutual Funds
19,43494,12100,3800,1,2490.57,23.22,3.02,1.57,0.59,ETFs
29,8373,27200,18500,1,4503.72,24.37,4.18,1.6,-1.8,Index Funds
35,148233,16500,5900,2,2100.41,36.91,3.61,5.61,-2.53,Stocks
38,102532,45500,32300,0,19550.44,21.84,3.48,1.41,0.1,Fixed Deposit
35,97658,8900,4600,1,2890.96,38.6,2.87,4.44,1.5,Index Funds
38,128633,49500,15800,1,18233.35,24.55,0.93,2.13,0.49,Index Funds
21,105386,26900,9100,0,3178.65,39.21,2.31,1.18,1.43,Gold
19,32350,23200,8600,1,15907.58,10.25,4.81,1.3,-0.62,ETFs
42,98008,36300,21100,0,11012.12,36.96,4.98,2.87,0.12,Fixed Deposit
42,99297,46900,27200,1,1312.29,37.93,3.79,1.39,0.03,Mutual Funds
39,30351,18100,13800,2,13315.37,38.83,1.52,3.98,-2.7,Real Estate
38,93668,23800,11400,0,8424.47,10.39,0.96,4.24,2.68,Gold
50,119585,21000,13900,1,12553.53,15.15,2.37,2.87,1.8,ETFs
23,151377,64900,28600,0,8259.79,29.61,4.35,4.71,1.39,Gold
47,80353,12100,6500,1,11333.01,10.76,3.75,3.45,1.93,Index Funds
44,70953,49500,16300,0,12748.01,11.91,4.48,3.15,-0.7,Gold
34,62458,40400,29900,1,7904.61,16.63,3.27,3.03,1.19,Mutual Funds
29,25358,26500,16400,0,2351.31,25.37,1.09,3.16,-0.7,Gold
21,8267,18300,9200,0,13328.11,26.38,1.02,5.84,0.22,Bonds
30,87745,5300,3300,1,7647.33,11.03,0.72,4.41,-2.61,Mutual Funds
46,94588,63700,48400,1,7857.85,15.11,3.05,2.58,-0.22,Index Funds
46,43513,20000,11200,1,2415.37,24.99,1.59,4.67,-2.3,Index Funds
20,162164,31400,17300,2,8954.33,27.82,3.8,2.65,-1.88,Real Estate
32,16338,20100,9000,0,16558.81,14.45,3.59,1.63,-0.08,Bonds
37,136484,28800,19600,2,4585.25,21.97,1.93,3.38,-1.06,Stocks
26,12543,20200,16200,0,8755.29,37.13,1.3,4.76,0.51,Gold
21,110891,40600,20300,1,11274.28,39.97,0.96,2.89,2.51,Mutual Funds
48,169568,47200,18400,0,13104.54,39.62,3.82,5.35,-0.93,Bonds
37,65692,61700,21000,1,7044.3,36.45,2.53,2.93,-0.4,ETFs
43,49425,45200,15800,1,9424.71,21.84,1.96,2.75,1.0,ETFs
37,43756,57000,35900,1,14399.72,30.6,4.35,5.99,-1.0,ETFs
35,23888,52700,24200,2,11173.48,22.5,3.17,3.41,-1.07,Crypto
50,171807,28000,18500,0,3840.4,29.46,2.83,5.03,-0.67,Fixed Deposit
41,52295,9700,5400,0,2483.64,19.28,3.85,5.02,1.32,Gold
44,119352,28200,11600,2,8673.47,28.19,4.17,5.63,-2.65,Crypto
41,88042,23600,7800,2,4563.13,25.71,3.59,1.42,-1.27,Stocks
40,90999,33700,11800,1,4285.77,10.73,2.48,2.36,2.3,Mutual Funds
40,22955,80500,41100,1,15160.71,33.72,2.21,4.84,-4.65,ETFs
32,42841,39000,17600,0,2097.25,10.36,3.97,3.81,-0.19,Gold
30,75640,51000,32100,0,12302.77,18.79,2.83,3.8,2.29,Gold
38,170983,17600,13600,0,6378.47,10.18,3.67,1.83,2.86,Gold
34,195103,25600,13100,0,13185.54,21.29,4.51,2.41,1.2,Bonds
50,143429,24400,12200,0,18268.81,11.89,4.62,3.61,1.76,Bonds
39,168551,28000,15700,2,9162.33,37.41,1.75,2.39,-1.42,Real Estate
40,66476,50300,21600,2,9846.97,22.47,1.35,2.05,-1.3,Real Estate
38,49811,45700,20600,0,9112.23,23.78,1.68,1.44,2.57,Fixed Deposit
47,172280,9700,5400,0,14200.7,20.5,3.88,1.78,-0.4,Bonds
36,156222,57200,38300,1,14413.06,28.83,2.17,4.84,-2.82,Index Funds
45,76180,41200,25100,0,7654.73,33.53,1.28,4.59,0.63,Fixed Deposit
28,179358,43800,13100,2,13659.54,29.44,0.94,1.23,-0.29,Stocks
24,117856,11500,4700,1,5824.79,32.45,1.97,2.02,0.12,Mutual Funds
22,73450,25200,12900,2,11366.75,37.18,1.11,3.8,-3.57,Crypto
21,157424,7700,3100,1,5985.07,35.91,1.2,2.61,-3.97,ETFs
43,191141,39800,31000,1,5998.06,30.22,3.58,5.12,0.45,Index Funds
20,116888,12300,4600,0,7330.82,16.44,0.59,4.92,-0.45,Bonds
42,115448,26200,19700,1,1966.51,29.13,1.03,5.46,-0.69,Index Funds
29,19397,47000,27700,0,12481.73,25.18,4.3,3.81,0.59,Gold
48,177627,21600,6500,2,1286.12,31.52,4.3,2.76,-1.17,Stocks
30,183031,28700,8900,1,11502.87,34.99,1.98,4.03,-0.4,Index Funds
32,136800,33900,21400,0,3346.31,32.28,0.9,1.45,-0.67,Fixed Deposit
20,186589,5300,2500,1,4361.25,35.4,3.67,1.05,1.33,ETFs
50,124180,5900,3200,2,11190.64,11.92,2.12,1.09,-2.82,Stocks
38,71234,67600,41200,0,16115.36,10.95,0.7,3.04,-0.97,Fixed Deposit
20,44954,57000,19400,1,13357.32,17.76,1.21,2.14,1.63,Mutual Funds
19,183352,4300,1400,2,5535.29,37.02,1.12,1.79,-1.26,Crypto
40,84459,45900,32100,1,4813.02,34.71,3.15,4.08,0.18,Mutual Funds
36,152851,40700,18700,0,13754.68,30.48,4.54,5.98,2.5,Gold
33,160538,46900,17800,1,7654.46,31.02,4.07,1.89,0.24,Mutual Funds
50,173011,7600,3900,0,4465.88,31.8,2.96,3.73,3.21,Fixed Deposit
31,171342,42900,23200,1,19637.66,38.28,2.4,1.6,2.1,Index Funds
29,64163,4200,1400,0,13419.41,34.97,3.28,5.67,-0.98,Bonds
39,56934,17900,13100,1,16451.04,28.7,2.5,2.46,-1.9,ETFs
32,168379,39500,24100,0,14297.6,29.97,1.61,5.39,-0.91,Bonds
26,59098,16600,5000,1,13737.87,16.41,3.56,2.42,0.57,Index Funds
48,196993,15900,12700,0,1834.49,29.72,4.43,5.03,0.52,Bonds
48,10486,98400,54100,0,3602.88,22.74,2.18,2.05,1.0,Gold
43,144407,56500,39600,2,9918.29,14.59,4.29,2.46,-1.39,Real Estate
24,91900,67200,47000,2,15135.88,34.19,2.44,1.96,-1.17,Stocks
24,131020,55700,42900,1,7682.47,25.31,2.31,2.32,0.84,ETFs
32,107795,2700,1600,1,9235.48,39.32,0.63,5.17,2.99,Index Funds
24,147202,4900,2400,1,7754.88,18.45,3.63,4.2,-1.65,Index Funds
40,92508,5900,3500,1,10243.07,24.42,4.13,3.03,-0.11,Mutual Funds
23,123324,77900,50600,1,1604.33,23.44,3.49,5.86,-0.54,Mutual Funds
35,65566,60300,39800,0,5574.09,13.62,1.18,3.32,0.22,Bonds
25,32192,13400,8300,1,9758.74,22.78,0.96,5.85,-1.8,Index Funds
37,6062,24300,14300,1,12554.31,18.63,3.08,1.98,0.13,Mutual Funds
37,89076,43600,32300,1,12627.69,14.81,2.31,5.52,1.83,Index Funds
39,94780,71000,29800,1,8528.81,18.46,2.43,1.07,-2.44,ETFs
40,157617,31200,23400,1,12263.85,17.0,4.86,3.73,1.49,Mutual Funds
33,26689,36300,28300,2,8686.96,32.02,3.76,3.12,-1.79,Crypto
44,16174,4600,2600,1,2718.5,10.92,2.35,3.63,0.39,ETFs
26,93461,33500,16800,0,7970.03,28.52,0.59,3.77,0.73,Bonds
18,131174,32100,19600,0,5116.62,32.82,0.65,2.95,0.56,Fixed Deposit
35,108033,37900,17100,0,14694.51,24.42,3.58,5.99,-0.5,Bonds
21,14348,21000,11100,0,2678.3,37.95,4.27,5.88,0.99,Gold
28,159786,33800,27000,2,10343.53,31.24,3.68,5.81,-1.89,Crypto
34,43102,30600,22600,2,10797.41,32.44,2.33,5.9,1.37,Crypto
38,79460,39000,22200,0,7887.7,15.91,0.64,4.97,-0.7,Fixed Deposit
29,107634,33400,17700,2,16631.92,33.32,4.85,5.94,0.48,Stocks
30,94930,24800,11900,1,11576.8,34.96,4.94,5.46,-0.53,Index Funds
23,11801,38800,24100,1,14186.44,20.84,2.97,3.08,2.3,Index Funds
29,108150,64900,31200,0,3178.33,16.4,0.82,4.92,0.66,Gold
22,184208,10600,6100,0,8017.46,21.55,2.93,5.56,0.98,Bonds
31,159697,3000,2100,1,11090.2,32.19,4.52,4.56,1.18,Mutual Funds
39,180333,19800,10300,1,6819.09,22.53,3.56,3.11,-0.36,ETFs
35,6542,35400,15200,1,14108.49,32.1,3.74,1.33,0.43,Index Funds
40,26677,28200,9900,0,13056.02,13.41,0.88,5.05,0.25,Fixed Deposit
35,182804,73400,29400,0,7832.56,34.18,0.98,5.76,0.97,Bonds
44,186415,18500,8500,0,10916.54,17.6,1.07,2.81,-0.67,Gold
34,44081,85400,53800,1,8317.92,17.47,4.57,1.76,-1.06,Mutual Funds
27,198928,6400,2600,0,12432.86,27.71,2.87,2.63,1.77,Fixed Deposit
25,98105,9200,5900,1,6138.98,12.1,4.06,3.91,1.18,Mutual Funds
45,24065,66000,25700,1,12253.92,10.79,1.02,2.58,-1.26,ETFs
27,93092,7200,2400,0,4278.74,17.83,4.67,4.05,2.85,Fixed Deposit
35,59693,15100,5700,0,13672.26,26.14,4.2,5.83,-0.86,Bonds
41,31962,54400,38600,2,10902.81,37.23,1.51,4.35,0.18,Stocks
21,33295,45600,33700,1,13575.43,35.39,4.43,2.81,1.75,Mutual Funds
26,18807,30500,22900,1,12964.98,24.71,1.69,5.68,1.74,Index Funds
34,178420,16100,5200,2,9853.99,11.11,1.42,3.83,-1.06,Crypto
33,162504,36900,20700,0,5316.43,26.06,1.69,1.64,0.78,Gold
33,193926,7800,3000,0,8028.06,31.14,4.59,3.49,-0.47,Bonds
36,176334,68600,26100,1,20213.91,20.17,4.62,4.27,0.63,Index Funds
41,173152,69100,41500,1,4617.31,13.33,1.98,5.19,-0.19,Mutual Funds
18,137396,39500,15000,0,7265.24,18.36,3.67,5.68,-0.6,Fixed Deposit
19,96267,35300,19400,1,10185.2,33.15,3.54,2.59,-1.44,ETFs
42,171981,52400,31400,0,8681.03,20.54,4.13,1.78,1.78,Bonds
35,24870,11100,8100,2,9816.42,34.36,1.83,1.37,-1.12,Crypto
49,170650,20200,14900,1,10317.08,19.59,2.8,4.69,2.2,ETFs
19,31790,72900,23300,0,12873.44,14.91,3.5,4.98,-0.44,Fixed Deposit
29,123874,29700,19000,0,15400.29,23.08,0.62,3.05,0.73,Fixed Deposit
22,30289,7900,5500,0,7422.81,23.57,2.2,2.98,2.31,Fixed Deposit
25,191201,35900,26600,0,3324.31,10.48,3.63,5.77,-0.65,Bonds
36,20485,34500,26600,1,12168.48,13.51,1.64,5.58,0.71,Index Funds
27,49482,15600,11400,1,10301.1,15.55,4.81,2.17,0.74,ETFs
41,91188,7500,5600,0,9649.45,13.41,0.64,4.9,-1.0,Gold
33,9748,23400,11200,0,9648.58,20.25,4.81,4.11,0.33,Gold
36,145507,29700,18100,0,4279.75,38.94,1.48,1.77,1.12,Bonds
23,8709,5900,3500,2,15300.31,25.28,0.72,2.78,2.55,Stocks
